listing_title,tradein_title,listing_price,tradein_value,difference,location,url
Iphone 11 - Great Condition,iPhone 11,250.0,170,-80.0,"Aurora, CO",https://www.facebook.com/marketplace/item/1631052860767428/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 64GB,iPhone 11,250.0,170,-80.0,"Parker, CO",https://www.facebook.com/marketplace/item/756738239961173/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 14 plus 128GB t-moblie & sprint,iPhone 14 Plus,500.0,420,-80.0,"Denver, CO",https://www.facebook.com/marketplace/item/2735710533252425/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 11 128GB,iPhone 11,250.0,170,-80.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/1120229699027532/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
IPhone 11,iPhone 11,250.0,170,-80.0,"Denver, CO",https://www.facebook.com/marketplace/item/812984647029079/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 11 128 gb,iPhone 11,250.0,170,-80.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/2132752723777123/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone XS 64 gb Unlocked,iPhone X,180.0,100,-80.0,"Vail, CO",https://www.facebook.com/marketplace/item/768516982020044/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 11 pro max 64gb unlocked,iPhone 11 Pro,300.0,220,-80.0,"Westminster, CO",https://www.facebook.com/marketplace/item/429563270029935/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 14 Plusu 512 GB,iPhone 14 Plus,500.0,420,-80.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/944092967387285/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max 512GB Unlocked,iPhone 13 Pro Max,525.0,450,-75.0,"Denver, CO",https://www.facebook.com/marketplace/item/483526260827332/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max 512GB Unlocked,iPhone 13 Pro Max,525.0,450,-75.0,"Thornton, CO",https://www.facebook.com/marketplace/item/487406970303183/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max 512GB Unlocked,iPhone 13 Pro Max,525.0,450,-75.0,"Broomfield, CO",https://www.facebook.com/marketplace/item/1219931622338209/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 64GB White Unlocked in perfect condition,iPhone 12,275.0,200,-75.0,"Evergreen, CO",https://www.facebook.com/marketplace/item/7563434827044442/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13,iPhone 13,375.0,300,-75.0,"Castle Rock, CO",https://www.facebook.com/marketplace/item/358404500223645/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 11 64gb Unlocked,iPhone 11,245.0,170,-75.0,"Denver, CO",https://www.facebook.com/marketplace/item/1483143718950194/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12,iPhone 12,275.0,200,-75.0,"Fort Collins, CO",https://www.facebook.com/marketplace/item/804004151447149/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max 512GB Unlocked,iPhone 13 Pro Max,525.0,450,-75.0,"Westminster, CO",https://www.facebook.com/marketplace/item/754083816894067/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max 256GB Unlocked,iPhone 13 Pro Max,520.0,450,-70.0,"Denver, CO",https://www.facebook.com/marketplace/item/1069317524763334/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone XR Black 64gb - Factory unlocked,iPhone XR,180.0,110,-70.0,"Denver, CO",https://www.facebook.com/marketplace/item/985735966285194/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 8 (UNLOCKED),iPhone 8,120.0,50,-70.0,"Denver, CO",https://www.facebook.com/marketplace/item/812590494170455/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 14 pro max 128gbs,iPhone 14 Pro Max,700.0,630,-70.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/443096634994962/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone XS 64 gb Unlocked,iPhone XS,180.0,110,-70.0,"Vail, CO",https://www.facebook.com/marketplace/item/768516982020044/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max 256GB Unlocked,iPhone 13 Pro Max,520.0,450,-70.0,"Denver, CO",https://www.facebook.com/marketplace/item/1803036963535755/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max 256GB Unlocked,iPhone 13 Pro Max,520.0,450,-70.0,"Denver, CO",https://www.facebook.com/marketplace/item/7365653696879925/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone Xs Max,iPhone XS,180.0,110,-70.0,"Denver, CO",https://www.facebook.com/marketplace/item/325457333930152/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max 256GB Unlocked,iPhone 13 Pro Max,520.0,450,-70.0,"Thornton, CO",https://www.facebook.com/marketplace/item/908589461021820/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 8 Plus,iPhone 8 Plus,150.0,80,-70.0,"Aurora, CO",https://www.facebook.com/marketplace/item/1859811571188337/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 11 pro max 256 gb,iPhone 11 Pro Max,335.0,270,-65.0,"Denver, CO",https://www.facebook.com/marketplace/item/843075384350380/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
"Apple iPhone XS Max 64 GB, Unlocked, Black, 6.5-inch screen",iPhone X,160.0,100,-60.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/315703094924014/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone XR,iPhone X,160.0,100,-60.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/1405817436991310/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11,iPhone 11,230.0,170,-60.0,"Evans, CO",https://www.facebook.com/marketplace/item/1427485844571660/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 14 pro,iPhone 14,425.0,370,-55.0,"Jefferson, CO",https://www.facebook.com/marketplace/item/1537021853561193/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12,iPhone 12,255.0,200,-55.0,"Denver, CO",https://www.facebook.com/marketplace/item/1560309514512068/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 64GB Black,iPhone 11,225.0,170,-55.0,"Denver, CO",https://www.facebook.com/marketplace/item/451846897499094/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 Pro Max,iPhone 11 Pro,275.0,220,-55.0,"Aurora, CO",https://www.facebook.com/marketplace/item/356644903845438/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12,iPhone 12,250.0,200,-50.0,"Aurora, CO",https://www.facebook.com/marketplace/item/1411919719691817/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 128GB Unlocked,iPhone 11,220.0,170,-50.0,"Thornton, CO",https://www.facebook.com/marketplace/item/997835192051239/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 128GB Unlocked,iPhone 11,220.0,170,-50.0,"Westminster, CO",https://www.facebook.com/marketplace/item/451978324098410/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13,iPhone 13,350.0,300,-50.0,"Aurora, CO",https://www.facebook.com/marketplace/item/1184340199391898/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 12,iPhone 12,250.0,200,-50.0,"Liberal, KS",https://www.facebook.com/marketplace/item/807140238087009/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 7 plus 128 mb,iPhone 7 Plus,100.0,50,-50.0,"Denver, CO",https://www.facebook.com/marketplace/item/765438982409963/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 128GB Unlocked,iPhone 11,220.0,170,-50.0,"Denver, CO",https://www.facebook.com/marketplace/item/812753520807685/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max de 128 GB y 85% de estado de batería,iPhone 13 Pro Max,500.0,450,-50.0,"Fort Lupton, CO",https://www.facebook.com/marketplace/item/320018717818624/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Apple iPhone 12 Pro Max,iPhone 12 Pro Max,400.0,350,-50.0,"Aurora, CO",https://www.facebook.com/marketplace/item/473387201917307/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
UNLOCKED iPhone 12 - 128GB,iPhone 12,250.0,200,-50.0,"Alamosa, CO",https://www.facebook.com/marketplace/item/1552047652076748/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 7 Plus 128gb unlocked,iPhone 7 Plus,100.0,50,-50.0,"Denver, CO",https://www.facebook.com/marketplace/item/815195963564096/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone XR,iPhone X,150.0,100,-50.0,"Denver, CO",https://www.facebook.com/marketplace/item/1424307094956230/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Green iPhone 13 Pro Max,iPhone 13 Pro Max,500.0,450,-50.0,"Aurora, CO",https://www.facebook.com/marketplace/item/1111076643257955/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone xr 64GB UNLOCKED,iPhone X,150.0,100,-50.0,"Denver, CO",https://www.facebook.com/marketplace/item/1210429623281078/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 Pro Max 256 GB (Verizon),iPhone 12 Pro Max,400.0,350,-50.0,"Fort Collins, CO",https://www.facebook.com/marketplace/item/1143943903518468/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 Pro Max 128gb Gray Carrier Unlocked READ,iPhone 12 Pro Max,400.0,350,-50.0,"Denver, CO",https://www.facebook.com/marketplace/item/782256960691917/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max 128GB Unlocked,iPhone 13 Pro Max,500.0,450,-50.0,"Denver, CO",https://www.facebook.com/marketplace/item/7452363701557089/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max (Camera cover broken),iPhone 13 Pro Max,500.0,450,-50.0,"Aurora, CO",https://www.facebook.com/marketplace/item/868476918411325/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 128GB Unlocked,iPhone 11,220.0,170,-50.0,"Denver, CO",https://www.facebook.com/marketplace/item/1146642466451178/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone Xs Max Pro,iPhone XS Max,200.0,150,-50.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/370162485418746/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone XR,iPhone XR,160.0,110,-50.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/1405817436991310/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 Mini Black 64 GB Cricket,iPhone 12,250.0,200,-50.0,"Denver, CO",https://www.facebook.com/marketplace/item/1431471547556064/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max AT&T,iPhone 13 Pro Max,500.0,450,-50.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/1838793046568093/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
At&t Apple iphone 12,iPhone 12,250.0,200,-50.0,"Lone Tree, CO",https://www.facebook.com/marketplace/item/2119024808498109/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone xr 64GB UNLOCKED,iPhone X,150.0,100,-50.0,"Denver, CO",https://www.facebook.com/marketplace/item/475680444945380/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone xr,iPhone X,150.0,100,-50.0,"Commerce City, CO",https://www.facebook.com/marketplace/item/334529802740276/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 12 Pro Max,iPhone 12 Pro Max,400.0,350,-50.0,"Franktown, CO",https://www.facebook.com/marketplace/item/811185033923487/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max 128GB Unlocked,iPhone 13 Pro Max,500.0,450,-50.0,"Denver, CO",https://www.facebook.com/marketplace/item/1419997705372338/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Apple Iphone 12 64gb,iPhone 12,250.0,200,-50.0,"Brighton, CO",https://www.facebook.com/marketplace/item/419887154352860/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Like new iPhone 12 Pro Max 128gb unlocked. Can be used worldwide!!,iPhone 12 Pro Max,400.0,350,-50.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/862438169054005/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 12 pro max,iPhone 12,250.0,200,-50.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/2824610514357435/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 Pro max 256gb,iPhone 12 Pro,320.0,270,-50.0,"Denver, CO",https://www.facebook.com/marketplace/item/929631145569596/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone xs max 64gb unlocked,iPhone XS Max,200.0,150,-50.0,"Westminster, CO",https://www.facebook.com/marketplace/item/983079493487643/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone Xs 256 GB Gold,iPhone X,150.0,100,-50.0,"Berthoud, CO",https://www.facebook.com/marketplace/item/1115277426195733/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max 128GB Unlocked,iPhone 13 Pro Max,500.0,450,-50.0,"Denver, CO",https://www.facebook.com/marketplace/item/1836063830230936/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
"Apple iPhone XS Max 64 GB, Unlocked, Black, 6.5-inch screen",iPhone XS,160.0,110,-50.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/315703094924014/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone xs max,iPhone X,150.0,100,-50.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/3759211364314392/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
"Apple iPhone 13, 128GB - Unlocked",iPhone 13,350.0,300,-50.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/2572554532927285/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 128gb,iPhone 13,340.0,300,-40.0,"Boulder, CO",https://www.facebook.com/marketplace/item/1551850892066335/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 14 Pro Max,iPhone 14 Pro Max,670.0,630,-40.0,"Littleton, CO",https://www.facebook.com/marketplace/item/1430925931120458/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone xr 64GB UNLOCKED,iPhone XR,150.0,110,-40.0,"Denver, CO",https://www.facebook.com/marketplace/item/1210429623281078/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone xr,iPhone XR,150.0,110,-40.0,"Commerce City, CO",https://www.facebook.com/marketplace/item/334529802740276/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone XR,iPhone XR,150.0,110,-40.0,"Denver, CO",https://www.facebook.com/marketplace/item/1424307094956230/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone Xs 256 GB Gold,iPhone XS,150.0,110,-40.0,"Berthoud, CO",https://www.facebook.com/marketplace/item/1115277426195733/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 Pro Max - CSU Surplus Property,iPhone 11,210.0,170,-40.0,"Fort Collins, CO",https://www.facebook.com/marketplace/item/2418551578330022/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone xr 64GB UNLOCKED,iPhone XR,150.0,110,-40.0,"Denver, CO",https://www.facebook.com/marketplace/item/475680444945380/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone xs max,iPhone XS,150.0,110,-40.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/3759211364314392/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Apple iPhone X,iPhone X,140.0,100,-40.0,"Denver, CO",https://www.facebook.com/marketplace/item/475732684838223/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
"iPhone 11 Pro, T-Mobile",iPhone 11,200.0,170,-30.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/946680627001019/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 Pro Max 64G,iPhone 11 Pro Max,300.0,270,-30.0,"Denver, CO",https://www.facebook.com/marketplace/item/763205182687084/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 11 liberado galaxy s21 liberado galaxy s20 plus liberado VER PRECIOS EN FOTOS,iPhone 11,200.0,170,-30.0,"Aurora, CO",https://www.facebook.com/marketplace/item/1186160586162165/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11,iPhone 11,200.0,170,-30.0,"Castle Rock, CO",https://www.facebook.com/marketplace/item/481843660877092/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 T-Mobile,iPhone 11,200.0,170,-30.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/416049451383784/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 11,iPhone 11,200.0,170,-30.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/822426273238689/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 Pro Max,iPhone 11 Pro Max,300.0,270,-30.0,"Arvada, CO",https://www.facebook.com/marketplace/item/3606543886274384/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 Pro 128 GB unlocked,iPhone 12 Pro,300.0,270,-30.0,"Albuquerque, NM",https://www.facebook.com/marketplace/item/485377590717496/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
IPhone 12 Pro Max,iPhone 12 Pro,300.0,270,-30.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/1083697069570234/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 14,iPhone 14,400.0,370,-30.0,"Farmington, NM",https://www.facebook.com/marketplace/item/3665855410322130/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 64gb - (cricket),iPhone 11,200.0,170,-30.0,"Denver, CO",https://www.facebook.com/marketplace/item/460570293146037/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 14 Plus 128gb fully unlocked.,iPhone 14,400.0,370,-30.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/1115491086174906/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone Xs Max,iPhone XS Max,180.0,150,-30.0,"Denver, CO",https://www.facebook.com/marketplace/item/325457333930152/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 64gb,iPhone 12,230.0,200,-30.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/1138115500743791/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 64gb At&t & Cricket,iPhone 11,200.0,170,-30.0,"Denver, CO",https://www.facebook.com/marketplace/item/1688773418321381/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 mini,iPhone 13 mini,300.0,270,-30.0,"Pueblo, CO",https://www.facebook.com/marketplace/item/446924831221842/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
