title,price,url,location
Iohone se,125.0,https://www.facebook.com/marketplace/item/1072163887231950/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Colorado Springs, CO"
IPhone 13 mini - PAYMENT PLANS AVAILABLE,459.0,https://www.facebook.com/marketplace/item/1466161877588514/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Colorado Springs, CO"
Iphone14,580.0,https://www.facebook.com/marketplace/item/2682732585207190/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Colorado Springs, CO"
Iphone 13 Pro Max,900.0,https://www.facebook.com/marketplace/item/1408253940122495/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Colorado Springs, CO"
I phone s,80.0,https://www.facebook.com/marketplace/item/786301966640250/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Colorado Springs, CO"
IPHONE XS MAX 256GB - $50 DOWN,349.0,https://www.facebook.com/marketplace/item/1012697527039160/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Colorado Springs, CO"
Galaxy z flip 5,600.0,https://www.facebook.com/marketplace/item/1154294312681608/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Colorado Springs, CO"
APPLE IPHONE 15 PRO 256GB T-MOBILE,700.0,https://www.facebook.com/marketplace/item/1463533654269405/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Colorado Springs, CO"
IPHONE XR 128GB - $50 DOWN,279.0,https://www.facebook.com/marketplace/item/2177951255934595/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Colorado Springs, CO"
iPhone 15 Pro UNLOCK!!,900.0,https://www.facebook.com/marketplace/item/7501178466603481/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Colorado Springs, CO"
iPhone SE Bundle deal,250.0,https://www.facebook.com/marketplace/item/304041158992849/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Colorado Springs, CO"
iPhone 6s New,120.0,https://www.facebook.com/marketplace/item/3905257629796430/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Colorado Springs, CO"
iPhone i Watch,150.0,https://www.facebook.com/marketplace/item/1137144483983295/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Colorado Springs, CO"
iPhone pro max,20.0,https://www.facebook.com/marketplace/item/975585131018084/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Colorado Springs, CO"
IPhone 13 - PAYMENT PLANS AVAILABLE,499.0,https://www.facebook.com/marketplace/item/462248756141400/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Colorado Springs, CO"
Iphone 15 plus,800.0,https://www.facebook.com/marketplace/item/445402424595289/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Colorado Springs, CO"
IPHONE SE 2020 128GB - $50 DOWN,239.0,https://www.facebook.com/marketplace/item/4514069245484001/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Colorado Springs, CO"
New Samsung 8 model A 54 two months old with case,270.0,https://www.facebook.com/marketplace/item/1490596121864013/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Colorado Springs, CO"
I PHONE 14 PRO,700.0,https://www.facebook.com/marketplace/item/946396670550317/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Colorado Springs, CO"
iPhone 14 Verizon service,500.0,https://www.facebook.com/marketplace/item/1334065407299781/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Colorado Springs, CO"
iPhone SE Gen 2,280.0,https://www.facebook.com/marketplace/item/1798993260603676/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Castle Rock, CO"
apple wired earbuds brand new,12.0,https://www.facebook.com/marketplace/item/737946331625974/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Colorado Springs, CO"
iPad mini 6th generation,380.0,https://www.facebook.com/marketplace/item/296311953538963/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Fountain, CO"
Apple SD Card Reader,20.0,https://www.facebook.com/marketplace/item/1188972978689538/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Colorado Springs, CO"
iPhone 14 pro max 128gbs,700.0,https://www.facebook.com/marketplace/item/443096634994962/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Colorado Springs, CO"
iPhone FineWoven Wallet with MagSafe - Black,25.0,https://www.facebook.com/marketplace/item/1097207954849435/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Colorado Springs, CO"
Apple iPhone 13 PROMAX,1500.0,https://www.facebook.com/marketplace/item/739758248073723/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Colorado Springs, CO"
READ DESCRIPTION - iPhone 7,,https://www.facebook.com/marketplace/item/715974503948625/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Colorado Springs, CO"
IPad Mini gen. 6,350.0,https://www.facebook.com/marketplace/item/711759470991883/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Colorado Springs, CO"
Apple iPhone 12 Pro Max,400.0,https://www.facebook.com/marketplace/item/473387201917307/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
New and Unlocked iPhone 15. 128gb,450.0,https://www.facebook.com/marketplace/item/1170735624129094/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
APPLE IPHONE 13 128GB T-MOBILE,400.0,https://www.facebook.com/marketplace/item/1165755704616217/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
iPhone 11Pro 256gb Verizon,250.0,https://www.facebook.com/marketplace/item/1991889414560433/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Fort Collins, CO"
iPhone 12 64GB UNLOCKED,300.0,https://www.facebook.com/marketplace/item/482861127398443/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 13 - Mint Condition!,300.0,https://www.facebook.com/marketplace/item/856044873047946/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Castle Rock, CO"
Iphone 12,300.0,https://www.facebook.com/marketplace/item/806010241627486/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
iPhone 15 for AT&T 99% Battery,430.0,https://www.facebook.com/marketplace/item/832883715378283/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Englewood, CO"
Unlocked iPhone 14 Pro Max,500.0,https://www.facebook.com/marketplace/item/448456067894001/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 12,275.0,https://www.facebook.com/marketplace/item/804004151447149/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Fort Collins, CO"
iPhone 13 Pro,500.0,https://www.facebook.com/marketplace/item/1158023701992186/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Pueblo, CO"
iPhone 12 Pro Max 256 GB (Verizon),400.0,https://www.facebook.com/marketplace/item/1143943903518468/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Fort Collins, CO"
iPhone 13,380.0,https://www.facebook.com/marketplace/item/860090505953147/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 13 128gb,340.0,https://www.facebook.com/marketplace/item/1551850892066335/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Boulder, CO"
iPhone 14 128GB UNLOCKED - BRAND NEW,480.0,https://www.facebook.com/marketplace/item/361512283216521/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iphone 14 pro max,200.0,https://www.facebook.com/marketplace/item/779856204235441/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 11 128gb unlocked,250.0,https://www.facebook.com/marketplace/item/3284507445027396/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
iPhone 13 Pro Max 128GB Unlocked,500.0,https://www.facebook.com/marketplace/item/7452363701557089/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
IPHONE 12 5G SIM UNLOCK,200.0,https://www.facebook.com/marketplace/item/827797728793260/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iphone 13 128 gb,300.0,https://www.facebook.com/marketplace/item/3592555914300642/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Castle Rock, CO"
Iphone 14 Plus 256gb (Unlocked),500.0,https://www.facebook.com/marketplace/item/283234351534808/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 12 Mini Black 64 GB Cricket,250.0,https://www.facebook.com/marketplace/item/1431471547556064/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 13 Pro Max (Camera cover broken),500.0,https://www.facebook.com/marketplace/item/868476918411325/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
iPhone 13 Like new.... Network Carrier (unlocked) !!!!,300.0,https://www.facebook.com/marketplace/item/828384682557437/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 12 Pro Max 128gb Gray Carrier Unlocked READ,400.0,https://www.facebook.com/marketplace/item/782256960691917/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
"iPhone 15, 13 Pro Max (READ)",360.0,https://www.facebook.com/marketplace/item/445856798201404/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Iphone 13,200.0,https://www.facebook.com/marketplace/item/1842433013245141/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Albuquerque, NM"
iphone 12 fully unlocked and cleared,170.0,https://www.facebook.com/marketplace/item/1883907738748683/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Castle Rock, CO"
iPhone 13 Pro Max,450.0,https://www.facebook.com/marketplace/item/1234810520841281/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Greeley, CO"
iPhone 14,500.0,https://www.facebook.com/marketplace/item/1507859436794052/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Iphone 12 Black 128 GB,50.0,https://www.facebook.com/marketplace/item/7787092538040831/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Arvada, CO"
unlocked iphone 13 pro max 256gb (cracked),580.0,https://www.facebook.com/marketplace/item/999947538229915/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Apple iPhone 11 Pro Max 256gb space grey - unlocked,450.0,https://www.facebook.com/marketplace/item/1525114921378038/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
"iPhone 13, 512G, Unlocked Midnight (Black). Condition Good.",430.0,https://www.facebook.com/marketplace/item/1387257535318617/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
UNLOCKED APPLE IPHONE 12 PRO 128GB,400.0,https://www.facebook.com/marketplace/item/423897273846241/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
iphone 14,300.0,https://www.facebook.com/marketplace/item/1502816563999615/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Calhan, CO"
Cracked Iphone 12 pro max white - 256gb,450.0,https://www.facebook.com/marketplace/item/330592509934231/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Apple iphone 13 Pro Max 128gb - light blue (Unlocked),650.0,https://www.facebook.com/marketplace/item/930657372149923/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
se venden iPhone 12 pro max para repuesto ya que esta bloquedo,100.0,https://www.facebook.com/marketplace/item/1420038105542699/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
12 Pro Max,100.0,https://www.facebook.com/marketplace/item/990377292277985/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
iPhone 13,375.0,https://www.facebook.com/marketplace/item/358404500223645/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Castle Rock, CO"
Unlocked I phone 13 with MagSafe case,300.0,https://www.facebook.com/marketplace/item/1661251754443664/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Broomfield, CO"
Iphone 14 128g,550.0,https://www.facebook.com/marketplace/item/1472549520304534/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 13 Midnight 128gb,225.0,https://www.facebook.com/marketplace/item/404982089108220/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Littleton, CO"
UNLOCKED iPhone 13 mini pink 128gb,380.0,https://www.facebook.com/marketplace/item/1131801838133136/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 13,300.0,https://www.facebook.com/marketplace/item/438110728971210/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Nice IPhone 11 Pro,375.0,https://www.facebook.com/marketplace/item/993904629407285/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 11 Pro,350.0,https://www.facebook.com/marketplace/item/1155515358815698/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iphone 11 pro max 64gb unlocked,300.0,https://www.facebook.com/marketplace/item/429563270029935/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Westminster, CO"
Unlocked IPhone 14,350.0,https://www.facebook.com/marketplace/item/1196790284648669/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Greeley, CO"
unlocked iphone 13!,400.0,https://www.facebook.com/marketplace/item/273181415821904/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Broomfield, CO"
Unlocked iPhone 13 128gb Pink,450.0,https://www.facebook.com/marketplace/item/359583033433216/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Iphone 12 Pro 256gb,370.0,https://www.facebook.com/marketplace/item/318852627950921/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Westminster, CO"
iphone 12 64 unlocked obo mint green,300.0,https://www.facebook.com/marketplace/item/430932269864442/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Littleton, CO"
I phone 15 plus,300.0,https://www.facebook.com/marketplace/item/362277709806653/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 11 128GB Unlocked,220.0,https://www.facebook.com/marketplace/item/451978324098410/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Westminster, CO"
iPhone 13 unlocked 128 GB,400.0,https://www.facebook.com/marketplace/item/3307424972884841/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 13 Unlocked,,https://www.facebook.com/marketplace/item/1651584131916784/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Fort Morgan, CO"
iPhone 12,220.0,https://www.facebook.com/marketplace/item/2208027289559685/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Iphone,320.0,https://www.facebook.com/marketplace/item/437349715816082/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Arvada, CO"
iphone 13 (blue) 128gb,395.0,https://www.facebook.com/marketplace/item/3771402556516064/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 13,400.0,https://www.facebook.com/marketplace/item/1366342721424377/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Dillon, CO"
iPhone 11 Pro 256gb space gray UNLOCKED,190.0,https://www.facebook.com/marketplace/item/375801514853664/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Albuquerque, NM"
iPhone 14 Plus 128GB,400.0,https://www.facebook.com/marketplace/item/2401286896745364/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
iPhone 14 Plus,600.0,https://www.facebook.com/marketplace/item/1145682036708418/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Brand New iPhone 13,320.0,https://www.facebook.com/marketplace/item/319222944559639/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 12 Pro Max 256Gigs,520.0,https://www.facebook.com/marketplace/item/1695484351259303/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 14 pro,425.0,https://www.facebook.com/marketplace/item/1537021853561193/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Jefferson, CO"
Iphone 13 desbloqueado,250.0,https://www.facebook.com/marketplace/item/1443170482988760/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 13 Pro Max 128GB Unlocked,500.0,https://www.facebook.com/marketplace/item/1419997705372338/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 12 64GB - Bulk Pricing!,210.0,https://www.facebook.com/marketplace/item/2198091640525713/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Parker, CO"
UNLOCKED APPLE IPHONE 15 PRO MAX 256GB ANY CARRIER,975.0,https://www.facebook.com/marketplace/item/432488896242684/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
Apple iPhone 11,160.0,https://www.facebook.com/marketplace/item/754183440219209/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Fort Collins, CO"
Apple Iphone 12 64gb,250.0,https://www.facebook.com/marketplace/item/419887154352860/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Brighton, CO"
iPhone XR 120GB,120.0,https://www.facebook.com/marketplace/item/430270366628255/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 15 Plus Pink 128GB,650.0,https://www.facebook.com/marketplace/item/374829985593964/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Las Animas, CO"
iPhone 13 Pro Max 128GB Unlocked,500.0,https://www.facebook.com/marketplace/item/1836063830230936/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
APPLE IPhone 14 pro max unlocked /Liberado,645.0,https://www.facebook.com/marketplace/item/919214733290288/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Old IPhone 11,200.0,https://www.facebook.com/marketplace/item/862558589052661/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 13 mini,300.0,https://www.facebook.com/marketplace/item/446924831221842/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Pueblo, CO"
iPhone,150.0,https://www.facebook.com/marketplace/item/1134567871098361/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Lexington, NE"
iphone,65.0,https://www.facebook.com/marketplace/item/346551908049274/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
