title,price,url,location
IPhone 15,700.0,https://www.facebook.com/marketplace/item/25813352708278786/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Littleton, CO"
iPhone 14pro max,350.0,https://www.facebook.com/marketplace/item/1153281265799137/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Guymon, OK"
iPhone 11 64GB Black,225.0,https://www.facebook.com/marketplace/item/451846897499094/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone XR,100.0,https://www.facebook.com/marketplace/item/504972931855547/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Littleton, CO"
APPLE IPHONE 15 PRO MAX 256GB VERIZON,800.0,https://www.facebook.com/marketplace/item/1588794831685761/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
Iphone 11 128gb Unlocked,265.0,https://www.facebook.com/marketplace/item/1053532289778194/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
IPhone 15 Pro 256gb White,925.0,https://www.facebook.com/marketplace/item/791370369766893/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Fort Collins, CO"
I phone xr-12-13 T Mobile,315.0,https://www.facebook.com/marketplace/item/1792625224559123/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Iphone 8 (UNLOCKED),120.0,https://www.facebook.com/marketplace/item/812590494170455/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Unlocked iPhone 13 Pro 256gb White,620.0,https://www.facebook.com/marketplace/item/1200018327935959/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Iphone 14 pro max,69.0,https://www.facebook.com/marketplace/item/1883569525490701/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Commerce City, CO"
OnePlus N200 5G,80.0,https://www.facebook.com/marketplace/item/980156517093788/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 15 Pro Max (256GB) (UNLOCKED),950.0,https://www.facebook.com/marketplace/item/301731476241478/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Iphone 14,400.0,https://www.facebook.com/marketplace/item/980843116923114/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 13 Pro Max,900.0,https://www.facebook.com/marketplace/item/1426306328261224/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
Purple iPhone 14 --128g,550.0,https://www.facebook.com/marketplace/item/1152223042588792/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Parker, CO"
iPhone 13,250.0,https://www.facebook.com/marketplace/item/439529282060606/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 12 Pro max 256gb,320.0,https://www.facebook.com/marketplace/item/929631145569596/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
512GB FACTORY UNLOCKED IPHONE 13 - WHITE,500.0,https://www.facebook.com/marketplace/item/7368642546580434/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 14 128 GB cracked screen still works great,250.0,https://www.facebook.com/marketplace/item/1184662035889554/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 12 64Gb Unlocked no WiFi,160.0,https://www.facebook.com/marketplace/item/981075317353158/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Westminster, CO"
Iphone 12 Pro Max,500.0,https://www.facebook.com/marketplace/item/330974646688515/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 12 Pro UNLOCKED,350.0,https://www.facebook.com/marketplace/item/971883387820740/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Farmington, NM"
iPhone 13,440.0,https://www.facebook.com/marketplace/item/2127924347566004/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Westminster, CO"
iPhone 13 Pro,550.0,https://www.facebook.com/marketplace/item/419327381017641/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Greeley, CO"
PINK IPHONE 13 128gb - FACTORY UNLOCKED,450.0,https://www.facebook.com/marketplace/item/1175100720180121/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Iphone 13 256gb blue - UNLOCKED,480.0,https://www.facebook.com/marketplace/item/1190309731975029/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 11 128GB Unlocked,220.0,https://www.facebook.com/marketplace/item/997835192051239/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Thornton, CO"
IPhone 13,450.0,https://www.facebook.com/marketplace/item/476802758049609/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Westcliffe, CO"
Apple Iphone 12 pro max unlcoked/Liberado,475.0,https://www.facebook.com/marketplace/item/1700534133813672/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 13 Pro Max 256GB Unlocked,520.0,https://www.facebook.com/marketplace/item/1069317524763334/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
New iPhone 11,250.0,https://www.facebook.com/marketplace/item/994693602308869/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Rapid City, SD"
Product red iPhone 13 for Verizon 128 GB ￼,450.0,https://www.facebook.com/marketplace/item/436633222493414/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Westminster, CO"
iPhone 12,300.0,https://www.facebook.com/marketplace/item/1644244846326597/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Los Lunas, NM"
iphone 11 64gb boost mobile,180.0,https://www.facebook.com/marketplace/item/823898169678734/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhones!!,79.0,https://www.facebook.com/marketplace/item/837142554960932/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Albuquerque, NM"
apple iphone 14 plus,400.0,https://www.facebook.com/marketplace/item/8207439302604090/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
IPHONE 13 PRO MAX GRAY $550,550.0,https://www.facebook.com/marketplace/item/761925349463791/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 12 Pro,375.0,https://www.facebook.com/marketplace/item/980872096921880/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Fort Collins, CO"
Green iPhone 13 Pro Max,500.0,https://www.facebook.com/marketplace/item/1111076643257955/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
I phone 13 pro max,500.0,https://www.facebook.com/marketplace/item/2093269091038784/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Broomfield, CO"
"iPhone, Samsung, Gaming PCs, MacBooks and More. Any Condition. Fort Collins Local",400.0,https://www.facebook.com/marketplace/item/383164834765464/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Fort Collins, CO"
iPhone 13 Pro Max 256GB Unlocked,520.0,https://www.facebook.com/marketplace/item/1803036963535755/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Iphone 11 64gb *price is negotiable*,340.0,https://www.facebook.com/marketplace/item/980747706578656/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Thornton, CO"
iPhone 13,390.0,https://www.facebook.com/marketplace/item/347030111678295/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Vendo iPhone 12,350.0,https://www.facebook.com/marketplace/item/1743936303092059/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Parker, CO"
UNLOCKED IPHONE 13 128gb - PINK,450.0,https://www.facebook.com/marketplace/item/1138192414132766/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
vendo iphone 13 PRO MAX 😍nuevo !,650.0,https://www.facebook.com/marketplace/item/465273026189456/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
iPhone 13 Pro Max 512GB Unlocked,525.0,https://www.facebook.com/marketplace/item/483526260827332/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Unlocked iPhone 13 256gb Midnight,480.0,https://www.facebook.com/marketplace/item/441055631968852/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 12 mint green AT&T 128GB,300.0,https://www.facebook.com/marketplace/item/384158087739591/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Parker, CO"
Apple Iphone 11 Pro Max Unlocked,71.0,https://www.facebook.com/marketplace/item/1411912126087698/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Pueblo, CO"
UNLOCKED IPHONE 12 PRO MAX WHITE - 128gb,540.0,https://www.facebook.com/marketplace/item/839072108070087/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
White Iphone 12 pro Max 128gb - Unlocked,540.0,https://www.facebook.com/marketplace/item/304938412687481/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Iphone 15 pro max Nuevo📱 Solo $86 de enganche✅ (Adentro de la plaza Colorado),86.0,https://www.facebook.com/marketplace/item/484681540786570/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
iPhone 11,200.0,https://www.facebook.com/marketplace/item/481843660877092/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Castle Rock, CO"
iPhone 14 Pro Max,670.0,https://www.facebook.com/marketplace/item/1430925931120458/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Littleton, CO"
iPhone 12 Pro 128 GB unlocked,300.0,https://www.facebook.com/marketplace/item/485377590717496/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Albuquerque, NM"
iPhone XR,100.0,https://www.facebook.com/marketplace/item/1552103388702919/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Littleton, CO"
Unlocked iPhone 13 Pro 256gb Green,620.0,https://www.facebook.com/marketplace/item/1653172948860798/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 15 pro max,450.0,https://www.facebook.com/marketplace/item/3251357031667472/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 7 plus 128 mb,100.0,https://www.facebook.com/marketplace/item/765438982409963/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 15 pro Max liberado!!,80.0,https://www.facebook.com/marketplace/item/1114033489891366/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone XR Black 64gb - Factory unlocked,180.0,https://www.facebook.com/marketplace/item/985735966285194/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iphone 15 plus AT&T or cricket,570.0,https://www.facebook.com/marketplace/item/3457444657880016/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone XR,150.0,https://www.facebook.com/marketplace/item/1424307094956230/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Apple iPhone 12 Pro Max,84.0,https://www.facebook.com/marketplace/item/7296224217167210/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Littleton, CO"
Iphone 7 Plus 128gb unlocked,100.0,https://www.facebook.com/marketplace/item/815195963564096/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Llévate iPhone 15 pro Max en pagos 📲,80.0,https://www.facebook.com/marketplace/item/302525089573260/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
APPLE IPHONE 15 PRO 128GB VERIZON ONLY,600.0,https://www.facebook.com/marketplace/item/996952332001314/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
vendo iphone 13 pro max liberado y nuevo..600$,750.0,https://www.facebook.com/marketplace/item/2716940565122384/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
Gold Iphone 12 pro max 128gb - UNLOCKED,540.0,https://www.facebook.com/marketplace/item/461024563242591/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Iphone 11 - Great Condition,250.0,https://www.facebook.com/marketplace/item/1631052860767428/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
iPhone 13 Pro,220.0,https://www.facebook.com/marketplace/item/1183273502806601/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Farmington, NM"
Unlocked IPhone 13,450.0,https://www.facebook.com/marketplace/item/1098336554580627/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
Unlocked Iphone 13 Pro Max 256gb,325.0,https://www.facebook.com/marketplace/item/1440629156539539/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Albuquerque, NM"
iphone 13 pro- Unlocked,630.0,https://www.facebook.com/marketplace/item/420546880963498/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Amarillo, TX"
iPhone 11 64gb - (cricket),200.0,https://www.facebook.com/marketplace/item/460570293146037/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iphone 14 plus 128GB t-moblie & sprint,500.0,https://www.facebook.com/marketplace/item/2735710533252425/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 12 Pro Max,500.0,https://www.facebook.com/marketplace/item/2164881467193468/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
IPhone 15 pro max 256gb,950.0,https://www.facebook.com/marketplace/item/780864390800109/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Littleton, CO"
iPhone 11 Pro Max,275.0,https://www.facebook.com/marketplace/item/356644903845438/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
iphone 12 pro max 128/256gb,525.0,https://www.facebook.com/marketplace/item/2708771382615733/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
Apple IPhone 12 Pro Max unlocked/liberado,575.0,https://www.facebook.com/marketplace/item/999369855151885/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iphone 12 64gb unlocked,350.0,https://www.facebook.com/marketplace/item/2304297473235646/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Iphone XS 64 gb Unlocked,180.0,https://www.facebook.com/marketplace/item/768516982020044/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Vail, CO"
Apple Iphone 14 plus Unlock/Liberado,575.0,https://www.facebook.com/marketplace/item/963342625290423/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 13 pro 128gb unlocked,530.0,https://www.facebook.com/marketplace/item/402022072827057/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Apple iPhone XS 256GB Unlocked Verizon AT&T T-Mobile Metro Cricket Telcel Mexico Simple Mint,220.0,https://www.facebook.com/marketplace/item/1437123683840580/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Grand Junction, CO"
IPhone 11,250.0,https://www.facebook.com/marketplace/item/812984647029079/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iphone 12 pro max 128/256/512,500.0,https://www.facebook.com/marketplace/item/881472227150745/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
iPhone 11 Pro Max matte green - unlocked,400.0,https://www.facebook.com/marketplace/item/724700599650703/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Iphone 13,500.0,https://www.facebook.com/marketplace/item/1236757671067669/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Wheat Ridge, CO"
iphone 12 pro max,185.0,https://www.facebook.com/marketplace/item/645268311149239/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Garden City, KS"
iphone xs max 64gb unlocked,200.0,https://www.facebook.com/marketplace/item/983079493487643/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Westminster, CO"
iPhone 11 Pro 64gb Black AT&T/Cricket,350.0,https://www.facebook.com/marketplace/item/443233335150400/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone•11 pro• •156 Gbs• Sprint/T-Mobile,250.0,https://www.facebook.com/marketplace/item/430967813056897/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 11,230.0,https://www.facebook.com/marketplace/item/1427485844571660/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Evans, CO"
iPhone XR,100.0,https://www.facebook.com/marketplace/item/2263757213968342/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Littleton, CO"
"iPhone 12 - erased, great condition!! Mint green Central Park",430.0,https://www.facebook.com/marketplace/item/1151846482770029/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Both phones like new and unlocked,220.0,https://www.facebook.com/marketplace/item/430994969436878/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Johnstown, CO"
Unlocked iPhone 13 Pro 256gb Green,620.0,https://www.facebook.com/marketplace/item/332249876415933/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Unlocked iPhone 11 Pro Max 512gb Matte Green,500.0,https://www.facebook.com/marketplace/item/376883008706910/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
IPHONE 13 with charger! 256gb!,500.0,https://www.facebook.com/marketplace/item/1472289733641900/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Littleton, CO"
iPhone 13 Pro Max Light Blue 256gb UNLOCKED,750.0,https://www.facebook.com/marketplace/item/458412816889932/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone,350.0,https://www.facebook.com/marketplace/item/249929688184886/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
8 plus iphone,150.0,https://www.facebook.com/marketplace/item/972629857748177/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Englewood, CO"
iPhone 15 Pro 128GB Blue Titanium xFinity/Verizon,680.0,https://www.facebook.com/marketplace/item/1641553366699264/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Unlocked iPhone 13 mini 128GB - We Buy - Sell - Trade all Apple Products,399.0,https://www.facebook.com/marketplace/item/436794695829310/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Fort Collins, CO"
IPHONE 12 PRO MAX 128gb White - UNLOCKED,540.0,https://www.facebook.com/marketplace/item/26200777612902444/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
